"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3130000","3130000-114-2005-00001","20050228","","03","폐업","02","폐업","20090323","","","","02 7015163","477.69","121811","서울특별시 마포구 대흥동 802 세양상가 1층 ","","","진성할인마트","2006-01-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","195058.187075674    ","449133.496591561    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3130000","3130000-114-2021-00001","20210122","","03","폐업","02","폐업","20211001","","","","02  61065914","449.00","121844","서울특별시 마포구 성산동 114-3 성산동 성일 APT ","서울특별시 마포구 월드컵북로 98, 1층 (성산동, 성산동 성일 APT)","03978","요마트 마포점","2021-10-01 13:35:49","U","2021-10-03 02:40:00.0","기타식품판매업","192403.199513268    ","451124.615897058    ","기타식품판매업","0","0","","","","0","0","0","0","0","임대","0","0","N","0","","",""
"3130000","3130000-114-2019-00001","20190214","","03","폐업","02","폐업","20200701","","","","","716.20","121010","서울특별시 마포구 아현동 780 애오개아이파크 ","서울특별시 마포구 굴레방로1길 25, 지하2층 101호~102호 (아현동, 애오개아이파크)","04117","한울마트","2020-07-06 10:43:35","U","2020-07-08 02:40:00.0","기타식품판매업","196043.165226453    ","450175.069333285    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2019-00003","20191025","","03","폐업","02","폐업","20201211","","","","","676.94","121843","서울특별시 마포구 성산동 41-7 ","서울특별시 마포구 월드컵북로 97, 지하2층~3층 (성산동)","03966","주식회사 천해마","2020-12-11 16:49:29","U","2020-12-13 02:40:00.0","기타식품판매업","192366.166345695    ","451088.79724231     ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2016-00001","20160104","","03","폐업","02","폐업","20191010","","","","0232751480","441.87","121856","서울특별시 마포구 신수동 288-1 농수축산물직판장 1층 ","서울특별시 마포구 토정로17길 17, 1층 (신수동, 농수축산물직판장)","04088","럭키마트","2019-10-10 10:21:37","U","2019-10-12 02:40:00.0","기타식품판매업","194236.734674521    ","449243.162717684    ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3130000","3130000-114-2016-00003","20160922","","03","폐업","02","폐업","20190311","","","","02  703 2500","538.74","121875","서울특별시 마포구 용강동 19-9 ","서울특별시 마포구 큰우물로 64, 1층 (용강동, 19-4외 2필지)","04166","진로할인마트","2019-03-12 15:22:50","U","2019-03-14 02:40:00.0","기타식품판매업","195067.563358295    ","448802.592741882    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2017-00002","20170518","","03","폐업","02","폐업","20190128","","","","02  392 9824","716.27","121010","서울특별시 마포구 아현동 780 ","서울특별시 마포구 굴레방로1길 25, 지하2층 B101호~B102호 (아현동, 애오개 아이파크)","04117","애오개 I마트","2019-01-28 15:05:40","U","2019-01-30 02:40:00.0","기타식품판매업","196043.165226453    ","450175.069333285    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2018-00001","20180321","","03","폐업","02","폐업","20200107","","","","","396.40","121830","서울특별시 마포구 상암동 31-6 2층 ","서울특별시 마포구 월드컵북로 328, 세움테크사옥 (상암동)","03930","(주)한국유통농축산물센터","2020-01-07 09:35:22","U","2020-01-09 02:40:00.0","기타식품판매업","190707.026133738    ","452612.042328463    ","기타식품판매업","","","","","","","","","","","임대","","","N","370","","",""
"3130000","3130000-114-2009-00003","20091022","","03","폐업","02","폐업","20150603","","","","02 7014482","477.69","121811","서울특별시 마포구 대흥동 802 대흥동세양아파트 1층 ","서울특별시 마포구 독막로 288 (대흥동, 대흥동세양아파트 1층)","04152","청원마트","2012-08-08 15:15:17","I","2018-08-31 23:59:59.0","기타식품판매업","195058.187075674    ","449133.496591561    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2010-00001","20100408","","03","폐업","02","폐업","20170707","","","","02  373 2233","558.60","121830","서울특별시 마포구 상암동 31-6 ","서울특별시 마포구 월드컵북로 328 (상암동)","03930","세계로마트","2017-07-07 16:39:54","I","2018-08-31 23:59:59.0","기타식품판매업","190707.026133738    ","452612.042328463    ","기타식품판매업","","","","","상수도전용","","","","","","임대","500000000","18000000","N","0","","",""
"3130000","3130000-114-2010-00002","20100806","","03","폐업","02","폐업","20150717","","","","02  701 8601","337.30","121876","서울특별시 마포구 용강동 122-16 ","서울특별시 마포구 토정로32길 4 (용강동)","04163","홈플러스익스프레스 용강점","2013-05-27 13:25:12","I","2018-08-31 23:59:59.0","기타식품판매업","194742.383947684    ","448757.883381233    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2012-00002","20120321","","03","폐업","02","폐업","20130731","","","","02  712 0077","330.00","121030","서울특별시 마포구 신공덕동 172 펜트라하우스상가 B2-30 ","서울특별시 마포구 백범로 205 (신공덕동, 펜트라하우스상가 B2-30)","04194","에이스마트","2012-03-21 10:30:46","I","2018-08-31 23:59:59.0","기타식품판매업","195874.639172861    ","449015.903404686    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2013-00002","20130318","","03","폐업","02","폐업","20190125","","","","02 3386009","478.70","121869","서울특별시 마포구 연남동 571-10 ","서울특별시 마포구 월드컵북로6길 3, 2층 (연남동, 이노베이스빌딩)","03991","한국익간보","2019-01-25 17:19:47","U","2019-01-27 02:40:00.0","기타식품판매업","192770.211556366    ","450628.828177389    ","기타식품판매업","","","","","","","0","0","0","0","임대","","","N","0","","",""
"3130000","3130000-114-2007-00002","20071025","","03","폐업","02","폐업","20080805","","","","7172245","494.00","121810","서울특별시 마포구 대흥동 337-10 ","","","삼성할인마트","2007-10-25 13:08:59","I","2018-08-31 23:59:59.0","기타식품판매업","194648.759340948    ","449239.314703653    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3130000","3130000-114-2008-00001","20080627","","03","폐업","02","폐업","20181217","","","","02  31447887","560.00","121841","서울특별시 마포구 서교동 487 서교대우미래사랑(113호-126호) ","서울특별시 마포구 월드컵북로5나길 18 (서교동, 서교대우미래사랑(113호-126호))","04002","(주)대우하나마트","2018-12-17 13:46:07","U","2018-12-19 02:40:00.0","기타식품판매업","192577.990805265    ","450569.670545853    ","기타식품판매업","","","","","","","0","0","0","0","임대","","","N","0","","",""
"3130000","3130000-114-2009-00002","20091013","","03","폐업","02","폐업","20160418","","","","02 3372678","670.00","121827","서울특별시 마포구 망원동 517 마포영화블렌하임 102동 1층 ","서울특별시 마포구 월드컵로25길 26 (망원동, 마포영화블렌하임 102동 1층)","03964","(주)퍼브릭마트","2013-03-12 14:45:25","I","2018-08-31 23:59:59.0","기타식품판매업","191651.529315787    ","450694.803472189    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3130000","3130000-114-2005-00002","20050817","","03","폐업","02","폐업","20100806","","","","02 7060777","481.80","121876","서울특별시 마포구 용강동 122-16 ","","","마포할인마트","2007-10-17 17:17:39","I","2018-08-31 23:59:59.0","기타식품판매업","194742.383947684    ","448757.883381233    ","기타식품판매업","","","","","","","0","0","0","0","자가","0","0","N","0","","",""
"3130000","3130000-114-2006-00001","20060426","","03","폐업","02","폐업","20110214","","","","7128935","666.60","121814","서울특별시 마포구 도화동 353 현대2차상가 108호 ","","","플러스마트","2006-07-24 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","195669.217619713    ","448393.658663222    ","기타식품판매업","","","","","","","0","0","0","0","임대","0","0","N","0","","",""
"3130000","3130000-114-2006-00002","20060914","","03","폐업","02","폐업","20070326","","","","3229840","627.00","121827","서울특별시 마포구 망원동 478-11 ","","","오렌지마트","2007-01-11 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","191685.792779705    ","450778.221420561    ","기타식품판매업","","","","","","","0","0","0","0","임대","","","N","0","","",""
"3130000","3130000-114-1998-00792","19980915","","03","폐업","02","폐업","20020307","","","","02 3760290","1,679.82","121849","서울특별시 마포구 성산동 533-1 1층 ","","","마포마트","1999-12-02 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","190931.000875925    ","451427.722144609    ","기타식품판매업","4","17","기타","우수","","","","","","","","","","N","0","","",""
"3130000","3130000-114-1995-00786","19950923","","03","폐업","02","폐업","20180927","","","","02 3202622","1,423.51","121807","서울특별시 마포구 노고산동 57-1 지하1.2층 ","서울특별시 마포구 신촌로 94 (노고산동, 지하1.2층)","04058","그랜드백화점(주)마트신촌점","2018-09-27 13:38:12","I","2018-08-31 23:59:59.0","기타식품판매업","194273.598098938    ","450318.724130121    ","기타식품판매업","12","13","유흥업소밀집지역","기타","","","","","","","","","","N","0","","",""
"3130000","3130000-114-1996-00789","19960725","","03","폐업","02","폐업","20030404","","","","02 3237541","376.02","121827","서울특별시 마포구 망원동 478-11 지층1층 ","","","(주)페트라마켓","2001-10-05 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","191685.792779705    ","450778.221420561    ","기타식품판매업","6","8","기타","기타","","","","","","","","","","N","0","","",""
"3130000","3130000-114-1998-00793","19981116","","03","폐업","02","폐업","20010312","","","","02 7151717","436.53","121815","서울특별시 마포구 도화동 550-0 삼성(아)상가동 지층101 ","","","(주)장선하우징","2001-03-19 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","195542.119522775    ","448652.176751796    ","기타식품판매업","4","7","주택가주변","우수","","","","","","","","","","N","0","","",""
"3130000","3130000-114-1999-00750","19990910","","03","폐업","02","폐업","20091013","","","","02 3372677","414.83","121827","서울특별시 마포구 망원동 480-1 (1층) ","","","(주)퍼브릭마트","1999-09-10 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","","","기타식품판매업","4","11","주택가주변","기타","","","","","","","","","","N","0","","",""
"3130000","3130000-114-2000-00967","20001123","","03","폐업","02","폐업","20201105","","","","02 3221001","561.18","121816","서울특별시 마포구 동교동 113-3 ","서울특별시 마포구 연희로 25-1 (동교동)","03985","서아통상(주)","2020-11-05 16:45:49","U","2020-11-07 02:40:00.0","기타식품판매업","193438.005329304    ","451002.268908896    ","기타식품판매업","5","41","기타","기타","상수도전용","","","","","","","","","N","0","","",""
"3130000","3130000-114-2000-00986","20001215","","03","폐업","02","폐업","20160525","","","","02 7068773","660.00","121871","서울특별시 마포구 염리동 36-249 1층 ","서울특별시 마포구 숭문길 96 (염리동, 1층)","","엘마트","2012-08-08 14:50:26","I","2018-08-31 23:59:59.0","기타식품판매업","195236.100682981    ","449819.816379696    ","기타식품판매업","0","0","기타","기타","상수도전용","","","","","","","","","N","0","","",""
"3130000","3130000-114-2001-00001","20011103","","03","폐업","02","폐업","20030502","","","","02 7119347","","121040","서울특별시 마포구 도화동 산 82 지하 ","","","우성파워마트","2001-11-03 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","","","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3130000","3130000-114-2019-00002","20191010","","01","영업/정상","01","영업","","","","","0232751480","333.00","121856","서울특별시 마포구 신수동 288-1 ","서울특별시 마포구 토정로17길 17, 1층 (신수동)","04088","신수할인마트","2019-10-10 15:19:28","I","2019-10-12 00:22:47.0","기타식품판매업","194236.734674521    ","449243.162717684    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2015-00001","20150126","","01","영업/정상","01","영업","","","","","02  304 8276","890.47","121270","서울특별시 마포구 상암동 1739 ","서울특별시 마포구 월드컵북로 496, 1층 (상암동)","03918","(주)지에스리테일 GS슈퍼 마포상암점","2016-01-25 13:23:17","I","2018-08-31 23:59:59.0","기타식품판매업","189343.04418441     ","453624.945221014    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2015-00003","20150325","","01","영업/정상","01","영업","","","","","02   3757268","406.70","121904","서울특별시 마포구 상암동 1613 ","서울특별시 마포구 월드컵북로 356, 1층 (상암동)","03927","서서울농협 하나로마트 상암점","2015-03-25 09:25:38","I","2018-08-31 23:59:59.0","기타식품판매업","190472.811962108    ","452786.073622541    ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3130000","3130000-114-2016-00002","20160418","","01","영업/정상","01","영업","","","","","02  337 2678","1,131.66","121827","서울특별시 마포구 망원동 517 ","서울특별시 마포구 월드컵로25길 26, 102동 1층 1-44, 45, 46, 47호 (망원동, 마포영화블렌하임)","03964","월드컵마트","2016-05-17 14:48:19","I","2018-08-31 23:59:59.0","기타식품판매업","191651.529315787    ","450694.803472189    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2017-00001","20170406","","01","영업/정상","01","영업","","","","","","387.30","121828","서울특별시 마포구 상수동 157-1 ","서울특별시 마포구 독막로 100, 1층 (상수동, 세방글로벌시티(102,103,105,106,108,109,110호)   )","04075","대농마트","2017-04-06 13:13:50","I","2018-08-31 23:59:59.0","기타식품판매업","193285.610053323    ","449459.289832267    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2017-00003","20170719","","01","영업/정상","01","영업","","","","","","763.03","121862","서울특별시 마포구 아현동 618-19 ","서울특별시 마포구 마포대로 173-14, 지하1층 (아현동)","04130","아현식자재마트","2022-03-22 11:50:25","U","2022-03-24 02:40:00.0","기타식품판매업","195829.955210361    ","449860.57540675     ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3130000","3130000-114-2011-00001","20110609","","01","영업/정상","01","영업","","","","","0232728544","377.00","121814","서울특별시 마포구 도화동 353 현대홈타운상가 108,109,111-131호 ","서울특별시 마포구 도화4길 73 (도화동, 현대홈타운상가 108,109,111-131호)","04180","홈플러스 익스프레스 도화점","2021-06-04 11:03:23","U","2021-06-06 02:40:00.0","기타식품판매업","195669.217619713    ","448393.658663222    ","기타식품판매업","","","","","","","0","0","0","0","자가","","","N","0","","",""
"3130000","3130000-114-2012-00001","20120103","","01","영업/정상","01","영업","","","","","02  21971234","5,910.77","121852","서울특별시 마포구 신공덕동 69-2 지하1,지하2,1층,2층 ","서울특별시 마포구 백범로 212 (신공덕동, 지하1,지하2,1층,2층)","04196","(주)이마트 마포점","2020-04-16 14:02:37","U","2020-04-18 02:40:00.0","기타식품판매업","195878.74153800000  ","449214.25326500000  ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2012-00003","20120427","","01","영업/정상","01","영업","","","","","02  34598000","382.70","121270","서울특별시 마포구 상암동 1740 월드컵파크프라자 B01호 ","서울특별시 마포구 월드컵북로 502 (상암동, 월드컵파크프라자 B01호)","03918","홈플러스익스프레스 상암점","2021-06-07 09:59:35","U","2021-06-09 02:40:00.0","기타식품판매업","189315.370584751    ","453647.349314742    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2013-00001","20130306","","01","영업/정상","01","영업","","","","","0263988924","7,177.00","121919","서울특별시 마포구 서교동 490 메세나폴리스 몰 지하2층 ","서울특별시 마포구 양화로 45 (서교동, 메세나폴리스 몰 지하2층)","04036","홈플러스(주) 서울합정점","2021-06-02 15:59:24","U","2021-06-04 02:40:00.0","기타식품판매업","192311.642580307    ","449855.643910445    ","기타식품판매업","","","","","","","","","","","임대","","","Y","0","","",""
"3130000","3130000-114-2013-00003","20130604","","01","영업/정상","01","영업","","","","","0232740009","596.00","121875","서울특별시 마포구 용강동 18-3 세일상가 지하층 ","서울특별시 마포구 큰우물로 52 (용강동, 세일상가 지하층)","04166","(주)레몬마트","2013-06-07 17:14:59","I","2018-08-31 23:59:59.0","기타식품판매업","195012.011289058    ","448867.238362701    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2013-00004","20130621","","01","영업/정상","01","영업","","","","","02 3133221","364.68","121859","서울특별시 마포구 아현동 291-7 청원빌딩2층 ","서울특별시 마포구 마포대로21길 58 (아현동, 청원빌딩2층)","04116","장터쇼핑","2013-06-21 17:33:02","I","2018-08-31 23:59:59.0","기타식품판매업","196002.238594738    ","450383.63185681     ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2014-00001","20141210","","01","영업/정상","01","영업","","","","","","646.88","121851","서울특별시 마포구 신공덕동 13-11 ","서울특별시 마포구 만리재옛길 22, 1층 (신공덕동)","04209","공덕할인마트","2014-12-10 11:59:06","I","2018-08-31 23:59:59.0","기타식품판매업","196003.236176187    ","449290.657188201    ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3140000","3140000-114-2020-00001","20200207","","03","폐업","02","폐업","20220624","","","","0226524227","395.60","158811","서울특별시 양천구 목동 610-22 1층","서울특별시 양천구 목동중앙북로 21, 1층 (목동)","07946","장터식자재마트","2022-06-24 13:12:53","U","2021-12-05 22:06:00.0","기타식품판매업","188103.234482327","449586.974248859","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-114-1996-00790","19960919","","03","폐업","02","폐업","20221101","","","","02 3760037","400.45","121877","서울특별시 마포구 중동 64-25 지층9-46호.51호","서울특별시 마포구 월드컵북로 230 (중동, 지층9-46호.51호)","03941","성산마트( K-super )","2022-11-01 13:09:58","U","2021-11-01 00:03:00.0","기타식품판매업","191435.876990887","451990.707795053","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-114-2010-00002","20100617","","03","폐업","02","폐업","20221209","","","","02  445 5949","120.00","135942","서울특별시 강남구 일원동 722-1 지상1층","서울특별시 강남구 광평로 61 (일원동,지상1층)","06350","하이웨이마트일원점","2022-12-09 15:41:57","U","2021-11-01 23:01:00.0","기타식품판매업","206948.782900441","442297.837323677","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-114-1996-00791","19960920","","01","영업/정상","01","영업","","","","","02 3248772","1,825.29","121807","서울특별시 마포구 노고산동 49-31 ","서울특별시 마포구 신촌로 66 (노고산동)","04057","(주)농협하나로유통 하나로마트 신촌점","2021-02-01 10:31:49","U","2021-02-03 02:40:00.0","기타식품판매업","194020.023177469    ","450426.583343697    ","기타식품판매업","","","기타","기타","","","0","0","0","0","","","","N","0","","",""
"3130000","3130000-114-1996-00787","19960627","","01","영업/정상","01","영업","","","","","02 3043448","616.45","121850","서울특별시 마포구 성산동 446 제1상가 001호 ","서울특별시 마포구 월드컵북로 233 (성산동, 제1상가 001호)","03936","(주)농협유통 하나로마트 성산점","2022-03-10 15:28:16","U","2022-03-12 02:40:00.0","기타식품판매업","191263.451931121    ","452207.500653521    ","기타식품판매업","4","4","기타","기타","","","0","0","0","0","","","","N","0","","",""
"3130000","3130000-114-1996-00788","19960711","","01","영업/정상","01","영업","","","","","02 7180084","505.44","121813","서울특별시 마포구 도화동 251-1 1층 ","서울특별시 마포구 삼개로 20 (도화동, 1층)","04173","에스 마트(S Mart)","2021-07-21 13:21:45","U","2021-07-23 02:40:00.0","기타식품판매업","195254.758704781    ","448476.859046692    ","기타식품판매업","1","7","기타","기타","","","0","0","0","0","","","","N","0","","",""
"3130000","3130000-114-2007-00001","20070503","","01","영업/정상","01","영업","","","","","31445253","995.40","121892","서울특별시 마포구 창전동 442 한화오벨리스크스위트 B101 ","서울특별시 마포구 창전로 45 (창전동, 한화오벨리스크스위트 B101)","04086","서서울농협 하나로마트 서강점","2012-08-28 15:00:36","I","2018-08-31 23:59:59.0","기타식품판매업","193905.437192262    ","449372.496499689    ","기타식품판매업","","","","","","","0","0","0","0","임대","0","0","N","0","","",""
"3130000","3130000-114-2002-00001","20020117","","01","영업/정상","01","영업","","","","","02 3342425","489.60","121897","서울특별시 마포구 합정동 375-1 ","서울특별시 마포구 양화진길 5 (합정동)","04071","(주)합정마트","2012-08-08 14:51:27","I","2018-08-31 23:59:59.0","기타식품판매업","192257.393762526    ","449554.484192321    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3130000","3130000-114-2002-00005","20020523","","01","영업/정상","01","영업","","","","","02 3039894","2,008.00","121849","서울특별시 마포구 성산동 533-1 다농마트 ","서울특별시 마포구 월드컵로 235 (성산동, 다농마트)","03901","다농산업(주)상암지점","2021-04-12 15:23:52","U","2021-04-14 02:40:00.0","기타식품판매업","190931.000875925    ","451427.722144609    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3130000","3130000-114-2003-00002","20030522","","01","영업/정상","01","영업","","","","","02 3122080","6,690.00","121849","서울특별시 마포구 성산동 515 월드컵경기장내 ","서울특별시 마포구 월드컵로 240 (성산동, 월드컵경기장내)","03932","홈플러스","2021-06-11 14:26:24","U","2021-06-13 02:40:00.0","기타식품판매업","191010.381048042    ","451972.154018501    ","기타식품판매업","","","","","","","0","0","155","0","","","","N","0","","",""
"3130000","3130000-114-2020-00001","20200618","","01","영업/정상","01","영업","","","","","","2,530.16","121807","서울특별시 마포구 노고산동 57-1 그랜드플라자 ","서울특별시 마포구 신촌로 94, 지하1~3층 (노고산동)","04058","이마트 신촌점","2020-06-18 10:22:27","I","2020-06-20 00:23:17.0","기타식품판매업","194273.598098938    ","450318.724130121    ","기타식품판매업","","","","","","","","","","","임대","","","N","0","","",""
"3130000","3130000-114-2004-00002","20040324","","03","폐업","02","폐업","20130603","","","","02 7124125","404.50","121875","서울특별시 마포구 용강동 18-3 외 3필지 ","서울특별시 마포구 큰우물로 52 (용강동, 외 3필지)","04166","제이2마트","2013-05-31 15:03:58","I","2018-08-31 23:59:59.0","기타식품판매업","195012.011289058    ","448867.238362701    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3140000","3140000-114-2001-00937","20011208","","03","폐업","02","폐업","20071126","","","","0226442826","350.00","158887","서울특별시 양천구 신정동 329 14단지 B상가 101호 ","","","준할인마트","2002-02-02 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","188467.215363052    ","446003.941216623    ","기타식품판매업","","","","","상수도전용","","0","0","0","0","임대","","","N","0","","",""
"3140000","3140000-114-2002-00001","20020130","","03","폐업","02","폐업","20071105","","","","0226467377","531.00","158880","서울특별시 양천구 목동 912 목동신시가지(아)A상가 ","","","코스코마트 목5점","2005-09-22 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","189508.199599752    ","447992.012379346    ","기타식품판매업","","","","","상수도전용","","0","1","5","0","임대","","","N","0","","",""
"3140000","3140000-114-1996-00467","19960703","","03","폐업","02","폐업","19990421","","","","02",".00","158886","서울특별시 양천구 신정동 327-0 13단지 B 상가 101 ","","","(주)엘지유통목동13점","1999-04-21 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","187995.261631804    ","445782.650926649    ","기타식품판매업","0","0","기타","기타","상수도전용","","","","","","","","","N","0","","",""
"3140000","3140000-114-1996-00408","19960703","","03","폐업","02","폐업","20060601","","","","0226452173","475.68","158861","서울특별시 양천구 신정동 1022-9 지하1층 ","","","럭키슈퍼마트","2006-04-07 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","187523.574256064    ","446408.633352149    ","기타식품판매업","8","2","주택가주변","기타","상수도전용","","0","0","0","0","","","","N","0","","",""
"3140000","3140000-114-2004-00005","20041203","","03","폐업","02","폐업","20080303","","","","26942552","","158834","서울특별시 양천구 신월동 446-2 청솔아파트상가 지하101호 ","","","신세계아울렛마트","2004-12-03 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","185982.904177801    ","446903.316659652    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3140000","3140000-114-1996-00409","19960703","","03","폐업","02","폐업","20000113","","","","02 6067686",".00","158824","서울특별시 양천구 신월동 54-7 ","","","해태유통강서영업소","2000-01-13 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","184806.911534822    ","448551.489178583    ","기타식품판매업","1","0","주택가주변","기타","상수도전용","","","","","","","","","N","0","","",""
"3140000","3140000-114-1996-00741","19960703","","03","폐업","02","폐업","20021128","","","","02",".00","158841","서울특별시 양천구 신월동 550-3 ","","","(주)영안유통","2001-12-13 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","185962.809546697    ","446176.170952681    ","기타식품판매업","1","0","주택가주변","기타","상수도전용","","","","","","","","","N","0","","",""
"3140000","3140000-114-2006-00002","20060321","","03","폐업","02","폐업","20160527","","","","0226508988","1,158.03","158885","서울특별시 양천구 신정동 321-6 외1필지 ","서울특별시 양천구 목동서로 349 (신정동,외1필지)","08095","(주)지에스리테일GS수퍼 양천구청점","2016-01-28 09:47:39","I","2018-08-31 23:59:59.0","기타식품판매업","188039.543424546    ","446149.197185122    ","기타식품판매업","0","0","","","","","0","0","0","0","","0","0","N","1158.03","","",""
"3140000","3140000-114-2006-00004","20060613","","03","폐업","02","폐업","20091201","","","","","465.00","158807","서울특별시 양천구 목동 506-17 지하1층 ","","","웰빙할인마트","2009-06-19 11:42:47","I","2018-08-31 23:59:59.0","기타식품판매업","188549.729778829    ","449364.309292872    ","기타식품판매업","","","","","","","0","0","0","0","자가","0","0","N","0","","",""
"3140000","3140000-114-2004-00006","20041215","","03","폐업","02","폐업","20080310","","","","0226080610","","158827","서울특별시 양천구 신월동 128 태헌프라자 1층 ","","","(주)송정아울렛신월점","2006-02-02 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","185222.73244302     ","447665.545654592    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3140000","3140000-114-1999-00577","19991211","","01","영업/정상","01","영업","","","","","0226423002","500.20","158765","서울특별시 양천구 신정동 1279-0 목동현대아파트 상가동 ","서울특별시 양천구 목동동로12길 60, 상가동 지하1층 (신정동, 목동현대아파트)","08008","현대그린마트","2020-10-26 16:45:35","U","2020-10-28 02:40:00.0","기타식품판매업","189077.657991611    ","446469.019423795    ","기타식품판매업","3","3","아파트지역","기타","","","0","0","0","0","","","","N","0","","",""
"3150000","3150000-114-2005-00005","20050812","","03","폐업","02","폐업","20081106","","","","0226043084","320.00","157913","서울특별시 강서구 화곡동 969-7 ","","","성광유통","2007-09-12 17:14:24","I","2018-08-31 23:59:59.0","기타식품판매업","186646.289693208    ","449525.121062463    ","기타식품판매업","","","","","","","0","0","0","0","","","","N","0","","",""
"3020000","3020000-114-2013-00001","20130926","","01","영업/정상","01","영업","","","","","02 7044681","1,088.19","140040","서울특별시 용산구 산천동 202 외 2필지(지하1층)","서울특별시 용산구 원효로 51 (산천동, 외 2필지(지하1층))","04359","수협바다마트 원효점","2022-12-13 17:49:29","U","2021-11-01 23:05:00.0","기타식품판매업","195547.140326252","447976.775939762","","","","","","","","","","","","","","","","","","",""
"3140000","3140000-114-2007-00002","20070803","","01","영업/정상","01","영업","","","","","0226952500","430.00","158846","서울특별시 양천구 신월동 986-2 오윤빌딩 지하1층","서울특별시 양천구 지양로 29, 지하1층 (신월동, 오윤빌딩)","08042","우리농산물할인마트","2022-12-23 15:05:07","U","2021-11-01 22:05:00.0","기타식품판매업","185478.063988449","446309.072252909","","","","","","","","","","","","","","","","","","",""
